index,veracity,title
708,true,COVID-19: What T1 Diabetes Patients Need to Know
709,true,COVID May Trigger 'Cytokine Storm' in Some Cases
710,true,Don't Count on Warmer Weather to Curb COVID-19
711,true,"CVS, Walgreens Launch Drive-Thru Rapid Testing"
712,true,Chicago Jail Has Highest Source of COVID-19 Cases
713,true,'Super Spreader' Events Increase COVID-19 Cases
714,true,WWII Vet Shows Off Dance Moves During Quarantine
715,true,Brain Affected in 1 in 3 Cases of Severe COVID-19
716,true,National Stockpile Almost Out of PPE
717,true,NIH Launches Clinical Trial of Hydroxychloroquine
718,true,COVID-19 Shows Gaps in Controls at Nursing Homes
719,true,100 American Flight Attendants Have COVID-19
720,true,When COVID-19 Postpones Your Screening Test or Surgery
721,true,"'You Are the Heroes,' Comedians Tell Clinicians, Part 2"
722,true,NYC Hospitals Require In-Person Presence for Telehealth Work
723,true,Numbers Lacking on COVID-19-Infected Healthcare Workers
724,true,COMMENTARY: COVID-19 Diary Day 6: Clinicians' Choices Shouldn't Be Judged
725,true,"CMS Loosens Telehealth, Clinician Scope-of-Practice Rules"
726,true,Trending Clinical Topic: PPE
727,true,"COVID-19 Daily: Clinician Infections, Practice Rules Loosened"
728,true,Heart Patients: Ask About Home-Based Cardiac Rehab
729,true,Tweets Show America Following COVID-19 Guidelines
730,true,Trump’s Plan to Reopen the Nation
731,true,California Creates Relief Fund for Immigrants
732,true,Major Drugmakers Join Forces on COVID-19 Vaccine
733,true,"Anxiety, Depression Prescriptions Spiked in March"
734,true,How Accurate Are Coronavirus Death Counts?
735,true,New Protective Respirator for Health Care Workers
736,true,Ventilators: Helping or Harming COVID-19 Patients?
737,true,"On the Front Line, COVID Has Them Scared to Go Home"
738,true,George Stephanopoulos Diagnosed With Coronavirus
739,true,First Case of COVID Spreading from a Corpse Found
740,true,FedEx Worker Sanitizes Box for Girl at Higher Risk
741,true,Interim Guidance for CPR in Patients With COVID-19
742,true,"COMMENTARY: Dermatologist First, Businessman Second: Life During COVID-19"
743,true,COMMENTARY: A Better Way to Prioritize Essential Care During COVID-19
744,true,COVID-19 Pandemic Spells Trouble for Children's Health
745,true,COMMENTARY: COVID-19: Press Pause on Assisted Reproduction?
746,true,COVID-19: Mental Illness the 'Inevitable' Next Pandemic?
747,true,"Global Appeal to MI, Stroke Patients to Seek Care Amid Pandemic"
748,true,COMMENTARY: Social Distancing via TikTok: Education During COVID-19
749,true,No Hydroxychloroquine Benefit in Randomized COVID-19 Trial
750,true,"COVID-19 Daily: US HCW Infections and Deaths, CPR Guidance"
751,true,COMMENTARY: COVID-19 Diary Day 8: I'm a 'Hugger.' Now I'm Socially Distant.
752,true,Can Blood of COVID Survivors Help Others Recover?
753,true,Tips for Safe Grocery Shopping
754,true,Study: Many Seniors Were Unfazed by COVID Warnings
755,true,COVID-19 Can Trigger Serious Heart Injuries
756,true,Obesity Ups Severe COVID-19 Risk in Young Patients
757,true,Pregnant Women With COVID-19 May Not Show Symptoms
758,true,Pet Adoptions Spike as Furry Lockdown Pals Wanted
759,true,How 4 U.S. Cities Helped Slow Coronavirus Spread
760,true,"CDC: COVID-19 Can Spread 13 Feet, Travel on Shoes"
761,true,WHO Issues Criteria to Lift COVID-19 Lockdowns
762,true,50 NYC School Employees Have Died of COVID-19
763,true,Remdesivir for COVID Study: Benefits Not Clear
764,true,COVID-19 and Diabetes: Known Mechanisms and a 'New Beast'?
765,true,"COVID-19 Daily: No Treatment Guidance Yet, Staff 'Create Problems'"
766,true,IDSA: No Recommendations for COVID-19 Treatment for Now
767,true,COMMENTARY: COVID-19 Diary Day 7: When Risks Become Very Real
768,true,Life in the 'Cabin': Two Months Fighting COVID-19 in Wuhan
769,true,COMMENTARY: Life in Jail Worse During COVID-19
770,true,Hospital Staff 'Looking for Reasons to Make Trouble' Amid COVID
771,true,Oncologists Need to Advocate for Scarce COVID-19 Resources: ASCO
772,true,'Crisis-Driven' Guidance on Structural Heart Disease in COVID-19
773,true,"'Hypercoagulation,' Antiphospholipid Antibodies Seen in COVID-19"
774,true,Ventilator or Hospice? COVID-19 Strains Care System
775,true,Sleep Troubles Hit Health Care Workers
776,true,Coronavirus Has Killed Thousands at Nursing Homes
777,true,Will Coronavirus Exposure Mean Lasting Immunity?
778,true,Little Known About COVID Patients' Loss of Smell
779,true,Bar Owner Removes Cash From Walls to Pay Staff
780,true,Higher Mortality Rate in Ventilated COVID-19 Patients
781,true,New Registry to Zero In on CVD Role in COVID-19 Pandemic
782,true,COMMENTARY: How 'Surge Staffing' Can Bring in the Cavalry to Fight COVID-19
783,true,Where Did the COVID-19 Virus Come From?
784,true,Husband Holds Sweet Sign to Support Wife in Chemo
785,true,How Do You Choose Who Gets a Ventilator?
786,true,Music Icon John Prine Dies from Coronavirus
787,true,"'You Are the Heroes,' Comedians Tell Clinicians"
788,true,AMA Asks HHS for 'Immediate' Aid to Ease Clinicians' 'Financial Peril' (if too long take out 'Immediate')
789,true,COVID-19 Breast Cancer Patient Triage Guidelines (CPBCC)
790,true,OSHA Guidance on Preparing the Workplace for COVID-19 (2020)
791,true,COMMENTARY: Prioritizing Ambulatory Gynecology Care During COVID-19: The Latest Guidance
792,true,COVID-19: Are Acute Stroke Patients Avoiding Emergency Care?
793,true,"COVID-19 Daily: Hydroxychloroquine 'Concerns,' Financial Aid Request"
794,true,COVID-19 Practical Tips: U.S. Docs Share Clinical Strategies
795,true,Lessons From the HIV Epidemic for the COVID-19 Pandemic
796,true,COMMENTARY: AMSA President: COVID-19 Shouldn't Sideline Med Students
797,true,Nephrologists on Lessons Learned With Kidney Disease in COVID-19
798,true,"COMMENTARY: Heroes From a Distance, 'Lepers' Up Close?"
799,true,COVID-19 Hitting Some African American Communities Harder
800,true,Potential COVID-19 Plateau Seen in NY and NJ
801,true,Trump Won’t Socially Distance Himself From Pence
802,true,School Closures May Be Adding to Kids' Waistlines
803,true,"China's Controls May Have Headed Off 700,000 COVID-19 Cases: Study"
804,true,Side Effects Halt Use of Chloroquine Vs. COVID-19
805,true,Parasite Drug Shows Early Promise Against COVID-19
806,true,Little Boy With Cystic Fibrosis Beats Coronavirus
807,true,"COVID-19 Daily: Hospitals Struggle, Revisiting Vent Protocols"
808,true,COMMENTARY: A Neurologist Over 60 Looks at COVID-19
809,true,COVID-19 Linked to Multiple Cardiovascular Presentations
810,true,"COVID-19 Exposes Potential Gaps in PPE Training, Effectiveness"
811,true,Not All Biologics Compromise the Immune System
812,true,Stay on Angiotensin Drugs' Still the Message as Trials Begin
813,true,Surgeon General: This Week Is ‘Our Pearl Harbor'
814,true,British PM Admitted to Hospital for COVID-19
815,true,Trump: Toughest COVID-19 Weeks To Come
816,true,Medical Societies Issue Bold Statement of Physician Support
817,true,Mother-Baby Separation for COVID-19 Not Evidence-Based
818,true,"COVID-19 Daily: Ventilator Protocols Questioned, Physician Rights"
819,true,"Neurologic Symptoms and COVID-19: What's Known, What Isn't"
820,true,"Coronavirus Is Aerosolized Through Talking, Exhalation"
821,true,"COVID-19 Daily: More Will Die, First Antibody Test Authorized"
822,true,Huge Global Effort for Clinical Trials in COVID-19
823,true,"Doctor With COVID-19 Recovering After Treatment, ""Lot of Luck"""
824,true,Silence Over Safety? Muzzling Clinicians a Public Health Issue
825,true,AHA COVID-19 CVD Registry to Collect Data on CV Outcomes
826,true,Medicaid Nearing ‘Eye Of The Storm’ As Newly Unemployed Look For Coverage
827,true,Do I Have COVID-19? Doctors’ Free Tools May Tell
828,true,Key Drugs Join PPEs on List of Front-Line Shortages
829,true,Scammers Taking Advantage of N95 Mask Shoratge
830,true,"82,000 Health Care Workers Volunteer for New York"
831,true,Test for Coronavirus Antibodies Approved by FDA
832,true,FDA OKs 1st Stem Cell Human Trial for COVID-19
833,true,Study: If We Use Masks COVID Deaths Could Fall 10%
834,true,"Worldwide, People Clapping for Hospital Workers"
835,true,NYC Ambulances Won't Take Cardiac Arrest Patients
836,true,COMMENTARY: COVID-19 Diary Day 1: Something Wicked This Way Comes
837,true,COMMENTARY: Colorectal Cancer: Proposed Treatment Guidelines for the COVID-19 Era
838,true,"The Week That Wasn't in COVID-19: Elon Musk, 'Pandemic' Scientist"
839,true,First Case of Encephalitis Linked to COVID-19 Reported
840,true,Patients on Steroids With COVID-19 Might Need Rescue Steroids
841,true,COMMENTARY: Iranian Doctors 'Dance' to Defy Coronavirus
842,true,Hard Truths From Infectious Disease Specialists
843,true,COMMENTARY: Nephrologist #COVIDWarrior: 'We Are Winning Some of These Battles'
844,true,Harsh Spring Allergy Season Spurs Hay Fever Fears
845,true,"COVID-19 Daily: Encephalitis Case Report, Silent Spreaders"
846,true,VOYAGER PAD: Clopidogrel Adds No Benefit to Rivaroxaban+Aspirin
847,true,Worldwide Number of COVID-19 Cases Over 1 Million
848,true,Stroke Drug Could Help COVID-19 Patients
849,true,CDC: Separate Moms With Coronavirus From Newborns
850,true,"Shortages Looming for Respirators, Masks, Gowns"
851,true,"Man Recovers from COVID-19, Leaves Sweet Thanks"
852,true,VA Health System Swamped by Coronavirus Patients
853,true,"Zuckerberg, Gates Give Millions to COVID-19 Fight"
854,true,Respirator Masks - In Short Supply
855,true,"COVID-19 Daily: A Hospitalist's Advice, Fighting an 'Infodemic'"
856,true,FDA Face Mask and Respirator Policy in COVID-19 (2020)
857,true,COVID-19: Is Primary Care Ready to Switch to Telemedicine?
858,true,"The Week That Wasn't in COVID-19: 17 Days, Peak in 3 Weeks, Croc"
859,true,Hospitals Face Cash Crunch in 60-90 Days Due to COVID-19: Report
860,true,COVID-19 and the Science of Social Distancing
861,true,Medical Meetings May Be Forever Changed
862,true,Trending Clinical Topic: Social Distancing
863,true,COVID-19 'Infodemic': Researchers Step Up to Stop the Spread
864,true,"New Guidance on Early Med School Graduation Amid COVID-19, LCME Says"
865,true,What Coronavirus Precautions Do You Really Need?
866,true,Researchers Develop COVID-19 Antibody Test
867,true,Fauci: Don't Count on Summer Driving Virus Away
868,true,U.S. Now Leads World in Coronavirus Cases
869,true,Measuring Social Distancing to Slow COVID-19
870,true,"Cough, Fever, Fatigue? Head to CDC's Online Coronavirus Symptom Checker"
871,true,Three Countries Have Kept Coronavirus in Check; Here's How They Did It
872,true,Teachers Cheer Students Amid Coronavirus Lockdown
873,true,Why Germany Has Fewer COVID Deaths Than Neighbors
874,true,"Dr. Anthony Fauci Threatened, Gets Security Boost"
875,true,Federal Inmates Kept in Cells Due to Coronavirus
876,true,"In Some Cases, COVID-19 May Harm the Brain"
877,true,Another COVID-19 Vaccine Being Tested in Mice
878,true,Grandpa’s Social Distance Dance-Off a Treat
879,true,A Decade of Telemedicine Policy Has Advanced in Just 2 Weeks
880,true,COMMENTARY: NYU Med Student Joins COVID Fight: 'Time to Step Up'
881,true,No Staff COVID-19 Diagnoses After Plan at Chinese Cancer Center
882,true,COVID-19: Mental Health Pros Come to the Aid of Frontline Comrades
883,true,Financial Toxicity Is Common With Gynecologic Cancers
884,true,Hydroxychloroquine: Possible COVID Drug Can Be Toxic to Retinas
885,true,Trump: No Mask? Try Scarf for COVID-19 Protection
886,true,Diabetes and Other Conditions Raise COVID-19 Risk
887,true,U.S. Has Deadliest Day As Trump Warns About Future
888,true,Frieden Calls Pandemic Battle “World War C”
889,true,Heart Patients Need to Be Wary of Coronavirus
890,true,'Pink Eye' Often a Symptom of COVID-19
891,true,Medical Helpline Calls Soar as COVID-19 Spreads
892,true,CNN’s Chris Cuomo Diagnosed With COVID-19
893,true,32 States Have Issued Stay-at-Home Orders
894,true,Dolly Parton Comforts Kids Amid Pandemic
895,true,Coronavirus on Fabric: What You Should Know
896,true,COVID-19 Deaths in Italy a Lesson for the US
897,true,Mild COVID-19 Often Only Shows Gastro Symptoms
898,true,Man Dies After Taking Chloroquine for Coronavirus
899,true,COVID-19 Shifts Telehealth to the Center of Cardiology
900,true,ICU Lessons on COVID-19 From Italian Front Line: Be Flexible
901,true,Week-Old COVID-19 Urology Guidelines Already Outdated
902,true,Health Workers Get Creative With Protective Gear
903,true,Multi-Level Distancing Is Best Against COVID-19: Study
904,true,"COVID-19 Daily: Lung Ultrasound Triage, Telemedicine Guide"
